show_id,type,title,country,date_added,release_year,rating,duration,listed_in
s880,TV Show,Bh Se Bhade,India,2018-04-01,2013,TV-PG,1 Season,"International TV Shows, TV Comedies"
s881,TV Show,Bhaag Beanie Bhaag,India,2020-12-04,2020,TV-MA,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies"
s882,TV Show,Bhaage Re Mann,India,2017-04-15,2015,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas"
s899,TV Show,Bibik-Bibikku,,2019-05-08,2016,TV-PG,1 Season,"International TV Shows, TV Comedies"
s900,TV Show,Big Bad Beetleborgs,"United States, France, Japan",2016-01-01,1997,TV-G,2 Seasons,"Kids' TV, TV Comedies"
s903,TV Show,"Big Dreams, Small Spaces",United Kingdom,2019-07-26,2017,TV-G,3 Seasons,"British TV Shows, International TV Shows, Reality TV"
s907,TV Show,Big Mouth,United States,2020-12-04,2020,TV-MA,4 Seasons,TV Comedies
s925,TV Show,Bill Nye Saves the World,United States,2018-05-11,2018,TV-14,3 Seasons,Stand-Up Comedy & Talk Shows
s930,TV Show,Billy on the Street,United States,2019-11-01,2016,TV-14,4 Seasons,"International TV Shows, Reality TV, TV Comedies"
s932,TV Show,Biohackers,Germany,2020-08-20,2020,TV-MA,1 Season,"International TV Shows, TV Dramas, TV Sci-Fi & Fantasy"
s941,TV Show,Bitten,Canada,2016-05-26,2016,TV-MA,3 Seasons,"International TV Shows, TV Dramas, TV Horror"
s942,TV Show,Bitter Daisies,Spain,2019-03-29,2018,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas"
s948,TV Show,Black Butler,Japan,2020-09-30,2010,TV-MA,3 Seasons,"Anime Series, International TV Shows"
s949,TV Show,Black Crows,"Saudi Arabia, Syria, Egypt, Lebanon, Kuwait",2018-04-30,2017,TV-14,1 Season,"International TV Shows, TV Dramas"
s950,TV Show,Black Earth Rising,United Kingdom,2019-01-25,2018,TV-MA,1 Season,"British TV Shows, International TV Shows, TV Dramas"
s953,TV Show,Black Heart,Turkey,2018-10-12,2014,TV-14,1 Season,"Crime TV Shows, International TV Shows, TV Dramas"
s954,TV Show,Black Ink Crew New York,United States,2020-12-15,2014,TV-14,2 Seasons,Reality TV
s955,TV Show,Black Lightning,United States,2020-03-17,2019,TV-14,3 Seasons,"TV Action & Adventure, TV Dramas, TV Sci-Fi & Fantasy"
s957,TV Show,Black Mirror,United Kingdom,2019-06-05,2019,TV-MA,5 Seasons,"British TV Shows, International TV Shows, TV Dramas"
s959,TV Show,Black Money Love,Turkey,2019-10-15,2014,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas"
s966,TV Show,Black Spot,"France, Belgium",2019-06-14,2019,TV-MA,2 Seasons,"Crime TV Shows, International TV Shows, TV Dramas"
s967,TV Show,Black Summer,"Canada, United States",2019-04-11,2019,TV-MA,1 Season,"TV Action & Adventure, TV Dramas, TV Horror"
s973,TV Show,Blazing Transfer Students,Japan,2017-11-10,2017,TV-MA,1 Season,"International TV Shows, TV Action & Adventure, TV Comedies"
s974,TV Show,Bleach,Japan,2020-04-21,2006,TV-14,5 Seasons,"Anime Series, International TV Shows"
s981,TV Show,Bling Empire,,2021-01-15,2021,TV-MA,1 Season,Reality TV
s985,TV Show,Blood & Treasures,Thailand,2018-07-14,2016,TV-14,1 Season,"International TV Shows, TV Dramas, TV Sci-Fi & Fantasy"
s986,TV Show,Blood & Water,South Africa,2020-05-20,2020,TV-MA,1 Season,"International TV Shows, TV Dramas, TV Mysteries"
s989,TV Show,Blood of Zeus,United States,2020-10-27,2020,TV-MA,1 Season,Anime Series
s990,TV Show,Blood Pact,Brazil,2018-10-10,2018,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas"
s992,TV Show,Bloodline,United States,2017-05-26,2017,TV-MA,3 Seasons,"TV Dramas, TV Mysteries, TV Thrillers"
s993,TV Show,Bloodride,Norway,2020-03-13,2020,TV-MA,1 Season,"International TV Shows, TV Horror, TV Mysteries"
s995,TV Show,Blown Away,Canada,2019-07-12,2019,TV-14,1 Season,"International TV Shows, Reality TV"
s996,TV Show,Blue Exorcist,Japan,2020-09-01,2017,TV-MA,2 Seasons,"Anime Series, International TV Shows"
s1001,TV Show,Blue Planet II,United Kingdom,2018-12-03,2017,TV-G,1 Season,"British TV Shows, Docuseries, Science & Nature TV"
s1007,TV Show,BNA,Japan,2020-06-30,2020,TV-14,1 Season,"Anime Series, International TV Shows"
s1011,TV Show,Bo on the Go!,Canada,2019-03-21,2007,TV-Y,1 Season,Kids' TV
s1013,TV Show,Bob Ross: Beauty Is Everywhere,,2016-06-01,1991,TV-G,1 Season,TV Shows
s1019,TV Show,Bobby Kennedy for President,,2018-04-27,2018,TV-MA,1 Season,Docuseries
s1022,TV Show,Boca Juniors Confidential,,2018-09-14,2018,TV-PG,1 Season,"Docuseries, International TV Shows, Spanish-Language TV Shows"
s1026,TV Show,BoJack Horseman,United States,2019-10-25,2020,TV-MA,6 Seasons,TV Comedies
s1029,TV Show,Bolívar,Colombia,2019-06-21,2019,TV-MA,1 Season,"International TV Shows, Romantic TV Shows, Spanish-Language TV Shows"
s1040,TV Show,Bondi Rescue,Australia,2019-11-01,2016,TV-PG,1 Season,Reality TV
s1041,TV Show,BONDING,United States,2019-09-22,2019,TV-MA,1 Season,"TV Comedies, TV Dramas"
s1043,TV Show,Bonus Family,Sweden,2019-07-12,2019,TV-MA,3 Seasons,"International TV Shows, TV Dramas"
s1044,TV Show,Booba,Russia,2020-01-16,2019,TV-Y7,3 Seasons,"Kids' TV, TV Comedies"
s1045,TV Show,Bookmarks,United States,2020-09-01,2020,TV-Y,1 Season,Kids' TV
s1048,TV Show,Border Security: America's Front Line,Canada,2020-01-01,2018,TV-14,1 Season,"Crime TV Shows, International TV Shows, Reality TV"
s1049,TV Show,Borderline,United Kingdom,2017-12-02,2017,TV-14,2 Seasons,"British TV Shows, TV Comedies"
s1050,TV Show,Borderliner,"Norway, Germany, Sweden",2018-03-06,2017,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas"
s1051,TV Show,Bordertown,"Finland, France",2020-05-11,2019,TV-MA,3 Seasons,"Crime TV Shows, International TV Shows, TV Dramas"
s1052,TV Show,Borgen,Denmark,2020-09-01,2012,TV-MA,3 Seasons,"International TV Shows, TV Dramas"
s1053,TV Show,Borges,Brazil,2018-06-25,2018,TV-MA,1 Season,"International TV Shows, TV Comedies"
s1062,TV Show,Botched Up Bodies,United Kingdom,2019-10-02,2013,TV-MA,1 Season,"British TV Shows, Docuseries, International TV Shows"
s1063,TV Show,Bottersnikes & Gumbles,"United States, United Kingdom, Australia",2017-03-24,2017,TV-Y7,2 Seasons,"British TV Shows, Kids' TV"
s1065,TV Show,Bountiful Blessings,Singapore,2017-08-01,2011,TV-14,1 Season,"International TV Shows, TV Dramas, TV Sci-Fi & Fantasy"
s1071,TV Show,Boys Over Flowers,South Korea,2020-05-16,2009,TV-14,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows"
s1074,TV Show,Brain Games,United States,2019-03-15,2016,TV-G,3 Seasons,"Docuseries, Science & Nature TV"
s1076,TV Show,Brainchild,,2018-11-02,2018,TV-G,1 Season,Kids' TV
s1080,TV Show,Brave Miss World,"United States, Israel, Italy, South Africa",2018-02-17,2013,TV-14,1 Season,"Crime TV Shows, Docuseries"
s1083,TV Show,Braxton Family Values,United States,2020-02-15,2014,TV-PG,2 Seasons,Reality TV
s1084,TV Show,Bread Barbershop,,2020-08-15,2020,TV-Y,1 Season,"Kids' TV, TV Comedies"
s1086,TV Show,BREAK IT ALL: The History of Rock in Latin America,,2020-12-16,2020,TV-MA,1 Season,"Docuseries, Spanish-Language TV Shows"
s1089,TV Show,"Breakfast, Lunch & Dinner",United States,2019-10-23,2019,TV-MA,1 Season,Docuseries
s1090,TV Show,Breaking Bad,United States,2013-08-02,2013,TV-MA,5 Seasons,"Crime TV Shows, TV Dramas, TV Thrillers"
s1093,TV Show,Breakout,,2017-07-01,2010,TV-14,1 Season,"International TV Shows, TV Dramas"
s1096,TV Show,Brews Brothers,United States,2020-04-10,2020,TV-MA,1 Season,TV Comedies
s1101,TV Show,Bridgerton,United States,2020-12-25,2020,TV-MA,1 Season,"Romantic TV Shows, TV Dramas"
s1104,TV Show,Bright: The Music Videos,,2017-11-23,2017,TV-MA,1 Season,TV Shows
s1106,TV Show,"Bring It On, Ghost",South Korea,2019-10-30,2016,TV-14,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows"
s1108,TV Show,Bringing Sexy Back,,2019-10-02,2015,TV-14,1 Season,"International TV Shows, Reality TV"
s1109,TV Show,Broadchurch,United Kingdom,2017-11-27,2017,TV-MA,3 Seasons,"British TV Shows, Crime TV Shows, International TV Shows"
s1110,TV Show,Broken,United States,2019-11-27,2019,TV-14,1 Season,Docuseries
s1111,TV Show,Bromance,Taiwan,2016-12-01,2015,TV-PG,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies"
s1116,TV Show,Brotherhood,Brazil,2019-10-25,2019,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas"
s1119,TV Show,Brown Nation,United States,2016-11-15,2016,TV-14,1 Season,TV Comedies
s1125,TV Show,Buddha,,2018-04-01,2013,TV-PG,1 Season,"International TV Shows, TV Dramas"
s1126,TV Show,Buddi,"United Kingdom, China",2020-09-11,2020,TV-Y,2 Seasons,"British TV Shows, Kids' TV"
s1128,TV Show,Buddy Thunderstruck,United States,2017-03-10,2017,TV-Y7,1 Season,"Kids' TV, TV Comedies"
s1139,TV Show,Bumping Mics with Jeff Ross & Dave Attell,United States,2018-11-27,2018,TV-MA,1 Season,"Stand-Up Comedy & Talk Shows, TV Comedies"
s1140,TV Show,Bunk'd,United States,2020-08-24,2020,TV-G,4 Seasons,"Kids' TV, TV Comedies"
s1141,TV Show,"Bure Kaam Bura Natija, Kyun Bhai Chacha Haan Bhatija",,2018-03-31,2017,TV-PG,1 Season,Kids' TV
s1145,TV Show,Burned Cocoon,Turkey,2017-04-01,2005,TV-MA,1 Season,"International TV Shows, TV Dramas"
s1149,TV Show,Burnistoun,United Kingdom,2019-10-01,2012,TV-MA,2 Seasons,"British TV Shows, TV Comedies"
s1151,TV Show,Busted!,South Korea,2019-11-08,2019,TV-14,2 Seasons,"Crime TV Shows, International TV Shows, Korean TV Shows"
s1163,TV Show,Cabins in the Wild with Dick Strawbridge,United Kingdom,2018-09-15,2017,TV-PG,1 Season,"British TV Shows, International TV Shows, Reality TV"
s1164,TV Show,Cable Girls,Spain,2020-07-03,2019,TV-MA,6 Seasons,"International TV Shows, Romantic TV Shows, Spanish-Language TV Shows"
s1166,TV Show,Cagaster of an Insect Cage,Japan,2020-02-06,2020,TV-MA,1 Season,"Anime Series, International TV Shows"
s1169,TV Show,Cain and Abel,South Korea,2019-03-12,2009,TV-MA,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows"
s1174,TV Show,Calico Critters,,2018-11-01,2018,TV-Y,1 Season,Kids' TV
s1175,TV Show,Calico Critters Mini Episodes Clover,,2020-03-01,2020,TV-Y,1 Season,Kids' TV
s1179,TV Show,Caliphate,Sweden,2020-03-18,2020,TV-MA,1 Season,"International TV Shows, TV Dramas"
s1180,TV Show,Call Me Francis,Italy,2016-12-16,2016,TV-14,1 Season,"International TV Shows, Spanish-Language TV Shows, TV Dramas"
s1181,TV Show,Call My Agent!,France,2019-01-04,2018,TV-MA,3 Seasons,"International TV Shows, TV Comedies, TV Dramas"
s1182,TV Show,Call the Midwife,United Kingdom,2020-09-15,2020,TV-MA,9 Seasons,"British TV Shows, International TV Shows, TV Dramas"
s1185,TV Show,Camarón Revolution,,2018-07-18,2018,TV-14,1 Season,"Docuseries, International TV Shows, Spanish-Language TV Shows"
s1187,TV Show,Camelia la Texana,"Mexico, United States",2017-02-01,2014,TV-14,1 Season,"Crime TV Shows, Romantic TV Shows, Spanish-Language TV Shows"
s1190,TV Show,Camp X,Canada,2019-02-01,2014,TV-MA,1 Season,Docuseries
s1192,TV Show,Can We Get Married?,South Korea,2017-05-22,2012,TV-14,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows"
s1193,TV Show,Can You Hear Me?,Canada,2020-11-02,2020,TV-MA,2 Seasons,"International TV Shows, TV Comedies, TV Dramas"
s1194,TV Show,"Can't Cope, Won't Cope",Ireland,2020-05-28,2018,TV-MA,2 Seasons,"TV Comedies, TV Dramas"
s1199,TV Show,Candy Online,Taiwan,2019-11-17,2019,TV-MA,1 Season,"International TV Shows, TV Dramas, Teen TV Shows"
s1202,TV Show,Cannabis,France,2016-12-15,2016,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas"
s1203,TV Show,Cannon Busters,"United States, Japan",2019-08-15,2019,TV-MA,1 Season,"Anime Series, International TV Shows"
s1209,TV Show,Captive,United Kingdom,2016-12-09,2016,TV-MA,1 Season,"Crime TV Shows, Docuseries"
s1210,TV Show,Car Masters: Rust to Riches,,2020-03-27,2020,TV-PG,2 Seasons,Reality TV
s1213,TV Show,Cardcaptor Sakura,Japan,2020-06-01,1999,TV-Y7,2 Seasons,"Anime Series, International TV Shows"
s1214,TV Show,Care Bears & Cousins,United States,2016-02-05,2016,TV-Y,2 Seasons,Kids' TV
s1215,TV Show,Care Bears: Welcome to Care-a-Lot,United States,2019-08-02,2012,TV-Y,1 Season,Kids' TV
s1222,TV Show,Carmel: Who Killed Maria Marta?,Argentina,2020-11-05,2020,TV-14,1 Season,"Crime TV Shows, Docuseries, International TV Shows"
s1223,TV Show,Carmen Sandiego,United States,2021-01-15,2021,TV-Y7,4 Seasons,"Kids' TV, TV Thrillers"
s1226,TV Show,CAROLE & TUESDAY,Japan,2019-12-24,2019,TV-MA,2 Seasons,"Anime Series, International TV Shows, Teen TV Shows"
s1232,TV Show,Case,Iceland,2016-11-09,2015,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas"
s1234,TV Show,Case Closed,Japan,2019-01-04,2015,TV-14,1 Season,"Anime Series, Crime TV Shows, TV Thrillers"
s1239,TV Show,Castle and Castle,Nigeria,2020-02-14,2018,TV-MA,1 Season,"International TV Shows, TV Dramas"
s1240,TV Show,Castle of Stars,,2018-09-07,2015,TV-MA,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies"
s1241,TV Show,Castlevania,United States,2020-03-05,2020,TV-MA,3 Seasons,"Anime Series, TV Horror, TV Thrillers"
s1247,TV Show,Cathedral of the Sea,Spain,2018-08-31,2017,TV-MA,1 Season,"International TV Shows, Spanish-Language TV Shows, TV Dramas"
s1250,TV Show,Caught on Camera,United Kingdom,2016-08-15,2015,TV-MA,3 Seasons,"British TV Shows, Crime TV Shows, Docuseries"
s1254,TV Show,Cells at Work!,Japan,2020-01-01,2018,TV-PG,1 Season,"Anime Series, Teen TV Shows"
s1265,TV Show,Challenger,United States,2020-09-16,2020,TV-14,1 Season,"Docuseries, Science & Nature TV"
s1269,TV Show,Chambers,United States,2019-04-26,2019,TV-MA,1 Season,"TV Horror, TV Mysteries, Teen TV Shows"
s1271,TV Show,Champions,United States,2019-03-08,2018,TV-14,1 Season,TV Comedies
s1278,TV Show,Charité,Germany,2018-04-19,2017,TV-MA,1 Season,"International TV Shows, TV Dramas"
s1279,TV Show,Charité at War,,2019-06-15,2019,TV-MA,1 Season,"International TV Shows, TV Dramas"
s1283,TV Show,Charlie's Colorforms City,United States,2019-03-22,2019,TV-Y,1 Season,Kids' TV
s1285,TV Show,Charmed,United States,2020-05-09,2019,TV-14,2 Seasons,"TV Dramas, TV Sci-Fi & Fantasy"
s1290,TV Show,Chasing Cameron,United States,2016-12-27,2016,TV-14,1 Season,"Reality TV, Teen TV Shows"
s1292,TV Show,Chasing Monsters,Canada,2017-12-15,2016,TV-PG,2 Seasons,"Docuseries, Reality TV, Science & Nature TV"
s1297,TV Show,Cheapest Weddings,Australia,2017-12-01,2016,TV-14,1 Season,"International TV Shows, Reality TV"
s1298,TV Show,Check The Store Next Door: The Next Chapter,Indonesia,2020-12-02,2020,TV-14,2 Seasons,"International TV Shows, TV Comedies, TV Dramas"
s1299,TV Show,Cheer,United States,2020-01-08,2020,TV-MA,1 Season,"Docuseries, Reality TV, Teen TV Shows"
s1300,TV Show,Cheer Squad,United States,2017-03-14,2016,TV-PG,1 Season,"Reality TV, Teen TV Shows"
s1301,TV Show,Cheers,United States,2017-07-01,1992,TV-PG,11 Seasons,"Classic & Cult TV, TV Comedies"
s1302,TV Show,Cheese in the Trap,South Korea,2019-10-01,2016,TV-14,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows"
s1304,TV Show,Chef & My Fridge,South Korea,2017-08-04,2017,TV-PG,2 Seasons,"International TV Shows, Korean TV Shows, Reality TV"
s1305,TV Show,Chef's Table,United States,2019-02-22,2019,TV-MA,6 Seasons,"Docuseries, Reality TV"
s1306,TV Show,Chef's Table: BBQ,United States,2020-09-02,2020,TV-14,1 Season,"Docuseries, Reality TV"
s1307,TV Show,Chef's Table: France,,2016-09-02,2016,TV-14,1 Season,Docuseries
s1308,TV Show,Chelsea,United States,2017-04-14,2017,TV-MA,2 Seasons,"Stand-Up Comedy & Talk Shows, TV Comedies"
s1309,TV Show,Chelsea Does,United States,2016-01-23,2016,TV-MA,1 Season,"Docuseries, Science & Nature TV"
s1314,TV Show,Cheuk Wan-Chi: Two Night Stand,,2017-12-15,2015,TV-MA,1 Season,"International TV Shows, Stand-Up Comedy & Talk Shows, TV Comedies"
s1315,TV Show,Chewin' the Fat,United Kingdom,2016-10-01,1999,TV-14,1 Season,"British TV Shows, TV Comedies"
s1316,TV Show,Chewing Gum,United Kingdom,2017-04-04,2017,TV-MA,2 Seasons,"British TV Shows, International TV Shows, Romantic TV Shows"
s1317,TV Show,Chhota Bheem,India,2019-07-11,2019,TV-Y,1 Season,Kids' TV
s1322,TV Show,Chhota Bheem Kung Fu Dhamaka Series,,2020-01-01,2019,TV-Y7,1 Season,Kids' TV
s1324,TV Show,Chicago Typewriter,South Korea,2019-10-01,2017,TV-14,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows"
s1327,TV Show,Chicken Soup for the Soul's Being Dad,United States,2018-08-27,2018,TV-MA,1 Season,Docuseries
s1329,TV Show,Chico Bon Bon: Monkey with a Tool Belt,United States,2020-10-27,2020,TV-Y,4 Seasons,Kids' TV
s1331,TV Show,Chief of Staff,South Korea,2019-11-12,2019,TV-14,2 Seasons,"International TV Shows, Korean TV Shows, TV Dramas"
s1333,TV Show,Children of Adam,Lebanon,2020-12-12,2020,TV-14,1 Season,"International TV Shows, TV Dramas, TV Thrillers"
s1336,TV Show,Children of the Whales,Japan,2018-03-13,2017,TV-14,1 Season,"Anime Series, International TV Shows"
s1337,TV Show,Chill with Bob Ross,,2016-12-01,1994,TV-G,1 Season,TV Shows
s1339,TV Show,Chilling Adventures of Sabrina,United States,2020-12-31,2020,TV-14,4 Seasons,"TV Horror, TV Mysteries, TV Sci-Fi & Fantasy"
s1342,TV Show,Chip and Potato,"United Kingdom, Canada",2019-11-29,2019,TV-Y,2 Seasons,Kids' TV
s1347,TV Show,Chocolate,South Korea,2019-11-30,2019,TV-14,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows"
s1351,TV Show,Chosen,China,2019-10-17,2019,TV-14,2 Seasons,"Crime TV Shows, International TV Shows, TV Action & Adventure"
s1360,TV Show,Christiane Amanpour: Sex & Love Around the World,United States,2018-09-30,2018,TV-MA,1 Season,Docuseries
s1377,TV Show,"ChuChu TV Kids Songs, Learning Videos & Bedtime Stories",,2019-10-18,2019,TV-Y,1 Season,Kids' TV
s1378,TV Show,ChuChu TV Nursery Rhymes & Kids Songs (Hindi),India,2020-04-18,2019,TV-Y,1 Season,Kids' TV
s1383,TV Show,Chuck Chicken,Malaysia,2017-11-15,2017,TV-Y7,1 Season,Kids' TV
s1387,TV Show,Churchill’s Secret Agents: The New Recruits,United Kingdom,2018-06-29,2018,TV-MA,1 Season,"British TV Shows, International TV Shows, Reality TV"
s1390,TV Show,Cinderella and the Four Knights,South Korea,2019-12-15,2016,TV-PG,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows"
s1391,TV Show,Cinta 100KG,,2019-05-08,2016,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas"
s1392,TV Show,Cinta Iris,,2019-05-08,2015,TV-PG,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas"
s1393,TV Show,Cinta Si Wedding Planner,,2019-05-08,2015,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas"
s1394,TV Show,Cinta Teruna Kimchi,,2019-05-08,2016,TV-PG,1 Season,"International TV Shows, TV Dramas"
s1400,TV Show,City in the Sky,United Kingdom,2017-10-01,2016,TV-PG,1 Season,"British TV Shows, Docuseries, Science & Nature TV"
s1405,TV Show,Civilizations,United Kingdom,2018-10-01,2018,TV-14,1 Season,"British TV Shows, Docuseries"
s1407,TV Show,CLANNAD,Japan,2019-11-01,2008,TV-PG,2 Seasons,"Anime Series, Teen TV Shows"
s1413,TV Show,Classic Legends,India,2017-05-15,2012,TV-PG,1 Season,"Docuseries, International TV Shows"
s1414,TV Show,Cleo & Cuquin,Spain,2020-07-01,2020,TV-Y,2 Seasons,Kids' TV
s1416,TV Show,Cleverman,"Australia, New Zealand, United States",2020-09-05,2017,TV-MA,1 Season,"TV Dramas, TV Sci-Fi & Fantasy, TV Thrillers"
s1418,TV Show,Click for Murder,United Kingdom,2017-09-17,2017,TV-14,1 Season,"British TV Shows, Crime TV Shows, Docuseries"
s1423,TV Show,Close Your Eyes Before It’s Dark,Taiwan,2017-08-01,2016,TV-14,1 Season,"Crime TV Shows, International TV Shows, TV Dramas"
s1431,TV Show,Club de Cuervos Presents: The Ballad of Hugo Sánchez,United States,2018-06-18,2018,TV-MA,1 Season,"International TV Shows, Spanish-Language TV Shows, TV Comedies"
s1432,TV Show,Club Friday The Series 6,,2019-03-09,2015,TV-MA,9 Seasons,"International TV Shows, Romantic TV Shows, TV Dramas"
s1433,TV Show,Club Friday The Series 7,,2018-06-18,2016,TV-MA,7 Seasons,"International TV Shows, Romantic TV Shows, TV Dramas"
s1434,TV Show,Club Friday The Series 8,,2019-02-02,2017,TV-MA,8 Seasons,"International TV Shows, Romantic TV Shows, TV Comedies"
s1435,TV Show,Club Friday To Be Continued - Friend & Enemy,,2018-04-20,2016,TV-MA,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas"
