show_title,rating,votes,total_hours,total_views,weeks_in_top10,average_weekly_views_12m,average_weekly_views_4w,momentum_ratio,proven_demand_score,reliable_demand,demand_pattern,metadata_match_note,original_uk_audience,google_trends_average_12m,google_trends_average_4w,rights_status,current_platform,production_status,confirmed_release_date,estimated_viewers_low,estimated_viewers_base,estimated_viewers_high,projected_value_base_gbp,licence_cost_gbp,benefit_cost_ratio,projected_roi,break_even_viewers,recommendation
Café con aroma de mujer,,,813480000,,28,0.0,0.0,,44.44244604316546,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,2292974.3705035974,3527652.8776978417,4938714.028776978,8819132.194244605,,,,,Watchlist
Blood of Zeus,7.5,18056,7400000,1800000.0,1,0.0,0.0,,44.43487126466491,False,Mixed or limited evidence,Exact cleaned title - verify remakes,,,,Unconfirmed,Current UK platform unverified,Research required,,2292666.6451270124,3527179.4540415574,4938051.23565818,8817948.635103893,,,,,Watchlist
You Don't Know Me,6.800000190734863,5240,21910000,,1,0.0,0.0,,44.385518744493105,False,Mixed or limited evidence,Exact cleaned title - verify remakes,,,,Unconfirmed,Current UK platform unverified,Research required,,2290661.6989950323,3524094.921530819,4933732.890143147,8810237.303827047,,,,,Watchlist
Dr.STONE,8.100000381469727,19439,3200000,700000.0,1,0.0,0.0,,44.175071148286314,False,Mixed or limited evidence,Exact cleaned title - verify remakes,,,,Unconfirmed,Current UK platform unverified,Research required,,2282112.2653991315,3510941.9467678946,4915318.725475052,8777354.866919737,,,,,Watchlist
My Life With the Walter Boys,,,803200000,105200000.0,16,1171153.8461538462,5500000.0,4.696223316912972,44.16067146282973,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,2281527.278177458,3510041.966426858,4914058.752997601,8775104.916067146,,,,,Watchlist
Clark,7.400000095367432,9365,10480000,,1,0.0,0.0,,44.15228277149123,False,Mixed or limited evidence,Exact cleaned title - verify remakes,,,,Unconfirmed,Current UK platform unverified,Research required,,2281186.4875918315,3509517.673218202,4913324.742505482,8773794.183045505,,,,,Watchlist
House of Secrets: The Burari Deaths,7.400000095367432,10573,9220000,,1,0.0,0.0,,44.09452059799649,False,Mixed or limited evidence,Exact cleaned title - verify remakes,,,,Unconfirmed,Current UK platform unverified,Research required,,2278839.8992936076,3505907.537374781,4908270.552324693,8764768.843436953,,,,,Watchlist
ONE PIECE,,,880700000,113700000.0,13,963461.5384615385,0.0,0.0,44.010791366906474,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,2275438.3992805756,3500674.4604316545,4900944.244604316,8751686.151079137,,,,,Watchlist
The Queen of Flow,,,622930000,4000000.0,18,76923.07692307692,0.0,0.0,43.974820143884884,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,2273977.0683453237,3498426.2589928056,4897796.762589928,8746065.647482013,,,,,Watchlist
Queen of Tears,,,653900000,43000000.0,15,0.0,0.0,,43.884892086330936,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,2270323.7410071944,3492805.7553956835,4889928.057553956,8732014.38848921,,,,,Watchlist
The Club,7.800000190734863,9409,7860000,,1,0.0,0.0,,43.823326582055394,False,Mixed or limited evidence,Exact cleaned title - verify remakes,,,,Unconfirmed,Current UK platform unverified,Research required,,2267822.6423960007,3488957.9113784623,4884541.075929847,8722394.778446157,,,,,Watchlist
SHAMAN KING,7.0,1839,21740000,,2,0.0,0.0,,43.729540918163664,False,Mixed or limited evidence,Exact cleaned title - verify remakes,,,,Unconfirmed,Current UK platform unverified,Research required,,2264012.599800399,3483096.307385229,4876334.83033932,8707740.768463073,,,,,Watchlist
Raw,,,430300000,216200000.0,78,2278846.153846154,2575000.0,1.1299578059071729,43.72901678657074,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,2263991.3069544365,3483063.5491606714,4876288.96882494,8707658.872901678,,,,,Watchlist
Ghost Doctor,7.900000095367432,1361,17520000,,2,0.0,0.0,,43.685173823918745,False,Mixed or limited evidence,Exact cleaned title - verify remakes,,,,Unconfirmed,Current UK platform unverified,Research required,,2262210.186596699,3480323.3639949216,4872452.70959289,8700808.409987304,,,,,Watchlist
Glitch,7.199999809265137,18276,7440000,,1,0.0,0.0,,43.68166343790468,False,Mixed or limited evidence,Exact cleaned title - verify remakes,,,,Unconfirmed,Current UK platform unverified,Research required,,2262067.577164878,3480103.964869043,4872145.55081666,8700259.912172608,,,,,Watchlist
Wrong Side of the Tracks,,,522450000,20900000.0,17,0.0,0.0,,43.62110311750599,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,2259607.314148681,3476318.9448441244,4866846.5227817735,8690797.362110311,,,,,Watchlist
The Glory,,,560990000,,13,0.0,0.0,,43.57913669064748,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,2257902.4280575537,3473696.043165467,4863174.460431654,8684240.107913667,,,,,Watchlist
Neymar: The Perfect Chaos,6.599999904632568,3341,26340000,,1,0.0,0.0,,43.50934361602151,False,Mixed or limited evidence,Exact cleaned title - verify remakes,,,,Unconfirmed,Current UK platform unverified,Research required,,2255067.0844008736,3469333.976001344,4857067.566401881,8673334.94000336,,,,,Watchlist
Two Graves,4.300000190734863,388,55100000,22200000.0,4,426923.07692307694,0.0,0.0,43.428691392003834,False,Mixed or limited evidence,Exact cleaned title - verify remakes,,,,Unconfirmed,Current UK platform unverified,Research required,,2251790.587800156,3464293.2120002396,4850010.496800335,8660733.0300006,,,,,Watchlist
Beauty in Black,,,553200000,61000000.0,12,625000.0,0.0,0.0,43.41726618705036,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,2251326.438848921,3463579.136690648,4849010.791366907,8658947.84172662,,,,,Watchlist
Teach You a Lesson,,,673900000,63000000.0,10,1211538.4615384615,725000.0,0.5984126984126984,43.351318944844124,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,2248647.3321342925,3459457.4340527575,4843240.40767386,8648643.585131893,,,,,Watchlist
Katla,7.0,13775,9190000,,1,0.0,0.0,,43.33453955398555,False,Mixed or limited evidence,Exact cleaned title - verify remakes,,,,Unconfirmed,Current UK platform unverified,Research required,,2247965.669380663,3458408.722124097,4841772.210973735,8646021.805310242,,,,,Watchlist
Thai Cave Rescue,7.300000190734863,129,34640000,,2,0.0,0.0,,43.29016987388899,False,Mixed or limited evidence,Exact cleaned title - verify remakes,,,,Unconfirmed,Current UK platform unverified,Research required,,2246163.1511267405,3455635.617118062,4837889.863965287,8639089.042795155,,,,,Watchlist
I Will Find You,,,632700000,115200000.0,10,2215384.6153846155,3375000.0,1.5234375,43.20743405275779,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,2242802.008393285,3450464.6282973615,4830650.479616306,8626161.570743404,,,,,Watchlist
The Baby-Sitters Club,7.400000095367432,4070,17030000,,1,0.0,0.0,,43.12031792420738,False,Mixed or limited evidence,Exact cleaned title - verify remakes,,,,Unconfirmed,Current UK platform unverified,Research required,,2239262.915670925,3445019.870262961,4823027.818368145,8612549.675657403,,,,,Watchlist
La Reina del Sur,,,380170000,,15,0.0,0.0,,43.02158273381295,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,2235251.798561151,3438848.9208633094,4814388.489208633,8597122.302158274,,,,,Watchlist
Fake Profile,,,402040000,39100000.0,13,144230.76923076922,0.0,0.0,43.00359712230215,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,2234521.133093525,3437724.8201438845,4812814.748201438,8594312.050359711,,,,,Watchlist
Adolescence,,,549600000,143400000.0,10,136538.46153846153,0.0,0.0,42.9916067146283,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,2234034.0227817744,3436975.4196642684,4811765.587529975,8592438.54916067,,,,,Watchlist
Queen Charlotte: A Bridgerton Story,,,541970000,10100000.0,10,0.0,0.0,,42.94364508393285,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,2232085.581534772,3433977.817745803,4807568.944844124,8584944.544364508,,,,,Watchlist
King the Land,,,446900000,37300000.0,11,0.0,0.0,,42.94364508393285,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,2232085.581534772,3433977.817745803,4807568.944844124,8584944.544364508,,,,,Watchlist
"Bon Appétit, Your Majesty",,,511900000,48100000.0,10,857692.3076923077,0.0,0.0,42.84772182254197,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,2228188.6990407677,3427982.6139088734,4799175.659472423,8569956.534772184,,,,,Watchlist
"Yo soy Betty, la fea",,,297560000,,30,0.0,0.0,,42.793764988009585,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,2225996.7026378894,3424610.311750599,4794454.436450838,8561525.779376497,,,,,Watchlist
DAHMER,,,962470000,,7,0.0,0.0,,42.637889688249395,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,2219664.2685851315,3414868.105515587,4780815.347721822,8537170.263788968,,,,,Watchlist
The Diplomat,,,380460000,35700000.0,11,313461.53846153844,0.0,0.0,42.63189448441247,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,2219420.713429257,3414493.4052757793,4780290.767386091,8536233.513189448,,,,,Watchlist
"XO, Kitty",,,428450000,57700000.0,10,455769.23076923075,0.0,0.0,42.63189448441247,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,2219420.713429257,3414493.4052757793,4780290.767386091,8536233.513189448,,,,,Watchlist
Fool Me Once,,,589200000,91800000.0,8,0.0,0.0,,42.62589928057554,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,2219177.158273381,3414118.705035971,4779766.187050359,8535296.762589928,,,,,Watchlist
When Life Gives You Tangerines,,,481600000,36500000.0,9,0.0,0.0,,42.57194244604316,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,2216985.1618705033,3410746.4028776973,4775044.964028776,8526866.007194243,,,,,Watchlist
Culinary Class Wars,,,354700000,36100000.0,11,332692.3076923077,0.0,0.0,42.46402877697841,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,2212601.169064748,3404001.7985611507,4765602.51798561,8510004.496402876,,,,,Watchlist
Til Money Do Us Part,,,343770000,,12,0.0,0.0,,42.458033573141485,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,2212357.613908873,3403627.098321343,4765077.93764988,8509067.745803356,,,,,Watchlist
Yeh Kaali Kaali Ankhein,7.0,7492,11260000,,1,0.0,0.0,,42.35710593202085,False,Mixed or limited evidence,Exact cleaned title - verify remakes,,,,Unconfirmed,Current UK platform unverified,Research required,,2208257.428488347,3397319.120751303,4756246.769051824,8493297.801878259,,,,,Watchlist
Love Next Door,,,340200000,28000000.0,11,0.0,0.0,,42.272182254196636,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,2204807.4040767383,3392011.39088729,4748815.947242205,8480028.477218224,,,,,Watchlist
My Demon,,,331100000,35500000.0,11,0.0,0.0,,42.224220623501196,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,2202858.962829736,3389013.788968825,4744619.304556354,8472534.472422061,,,,,Watchlist
Bloodhounds,,,353170000,42900000.0,10,500000.0,0.0,0.0,42.200239808153476,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,2201884.7422062354,3387514.9880095925,4742520.983213429,8468787.470023982,,,,,Watchlist
Nobody Wants This,,,347600000,78500000.0,10,573076.9230769231,0.0,0.0,42.15227817745804,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,2199936.300959233,3384517.3860911275,4738324.340527578,8461293.465227818,,,,,Watchlist
The Accident,,,325600000,49100000.0,11,244230.76923076922,0.0,0.0,42.15227817745803,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,2199936.3009592323,3384517.3860911266,4738324.340527577,8461293.465227816,,,,,Watchlist
Business Proposal,,,279110000,,13,0.0,0.0,,42.116306954436446,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,2198474.970023981,3382269.1846522777,4735176.858513189,8455672.961630695,,,,,Watchlist
Perfect Match,,,292660000,20400000.0,12,90384.61538461539,0.0,0.0,42.09832134292566,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,2197744.304556355,3381145.083932854,4733603.117505995,8452862.709832134,,,,,Watchlist
The Recruit,,,370060000,23400000.0,9,0.0,0.0,,42.092326139088726,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,2197500.7494004797,3380770.3836930455,4733078.537170263,8451925.959232613,,,,,Watchlist
Rhythm + Flow France,6.199999809265137,146,24620000,3500000.0,4,0.0,0.0,,41.99838251773065,False,Mixed or limited evidence,Exact cleaned title - verify remakes,,,,Unconfirmed,Current UK platform unverified,Research required,,2193684.2897828077,3374898.9073581654,4724858.470301432,8437247.268395413,,,,,Watchlist
Somos.,7.099999904632568,1166,20930000,,2,0.0,0.0,,41.99332529295541,False,Mixed or limited evidence,Exact cleaned title - verify remakes,,,,Unconfirmed,Current UK platform unverified,Research required,,2193478.840026314,3374582.8308097133,4724415.963133599,8436457.077024283,,,,,Watchlist
